,name,location,price,price_for,room_type,beds,rating,rating_title,number_of_ratings,url
21,دار العلاية,Sabt Alalayah,SAR 162.00,"1 night, 2 adults",One-Bedroom Apartment,1 extra-large double bed,6.2,Review score,68 reviews,"/hotel/sa/dar-alalayah-furnished-apartment.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4480c638cf3221887e003796d80c64df&all_sr_blocks=194153302_121253310_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=672&highlighted_blocks=194153302_121253310_2_0_0&hpos=22&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=194153302_121253310_2_0_0__16200&srepoch=1634461090&srpvid=9c583f1051a40012&ucfs=1&sig=v1Hjoebiw1&from=searchresults
;highlight_room=#hotelTmpl"
22,OYO 114 Dome Hotel Al Sulaimaniah,Riyadh,SAR 270.00,"1 night, 2 adults",Two Bedroom Apartment,"3 beds
(2 singles, 1 extra-large double)",7.2,Good,"2,839 reviews","/hotel/sa/rahty-home.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4480c638cf3221887e003796d80c64df&all_sr_blocks=54507511_335657777_4_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=673&highlighted_blocks=54507511_335657777_4_0_0&hpos=23&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=54507511_335657777_4_0_0__27009&srepoch=1634461090&srpvid=9c583f1051a40012&ucfs=1&sig=v1U_K_LLPy&from=searchresults
;highlight_room=#hotelTmpl"
23,Ghoson Al Zaitoun Furnished Units,Sakakah,SAR 130.00,"1 night, 2 adults",Double Room,1 extra-large double bed,7.1,Good,51 reviews,"/hotel/sa/gsn-lzytwn-bskk.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4480c638cf3221887e003796d80c64df&all_sr_blocks=372230903_119931050_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=674&highlighted_blocks=372230903_119931050_0_0_0&hpos=24&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=372230903_119931050_0_0_0__13000&srepoch=1634461090&srpvid=9c583f1051a40012&ucfs=1&sig=v1Z6hhZv22&from=searchresults
;highlight_room=#hotelTmpl"
24,Lamar Al Bawadi Hotel,Jeddah,SAR 285.00,"1 night, 2 adults",Executive Suite,1 extra-large double bed,8.0,Very good,"1,664 reviews","/hotel/sa/lamar-albawadi.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4480c638cf3221887e003796d80c64df&all_sr_blocks=511271804_220784873_2_41_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=675&highlighted_blocks=511271804_220784873_2_41_0&hpos=25&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=511271804_220784873_2_41_0__28500&srepoch=1634461090&srpvid=9c583f1051a40012&ucfs=1&sig=v1McVqCimo&from=searchresults
;highlight_room=#hotelTmpl"
25,Home Inn Hotel Suites,Riyadh ,SAR 210.00,"1 night, 2 adults",Junior Suite,2 single beds,8.7,Fabulous,818 reviews,"/hotel/sa/home-inn.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4480c638cf3221887e003796d80c64df&all_sr_blocks=124435202_230347608_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=676&highlighted_blocks=124435202_230347608_2_0_0&hpos=26&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=124435202_230347608_2_0_0__21000&srepoch=1634461090&srpvid=9c583f1051a40012&ucfs=1&sig=v1vqL4eyrs&from=searchresults
;highlight_room=#hotelTmpl"
26,شاليهات فلورنيسا الطائف,Taif,"SAR 1,000.00","1 night, 2 adults",Deluxe King Room,1 single bed,8.5,Very good,6 reviews,"/hotel/sa/shlyht-flwrnys.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4480c638cf3221887e003796d80c64df&all_sr_blocks=740514501_328875290_3_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=677&highlighted_blocks=740514501_328875290_3_0_0&hpos=27&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=740514501_328875290_3_0_0__100000&srepoch=1634461090&srpvid=9c583f1051a40012&ucfs=1&sig=v151iCAjkT&from=searchresults
;highlight_room=#hotelTmpl"
27,TRAMONTANE,Hail,SAR 231.00,"1 night, 2 adults",Standard Double Room,1 extra-large double bed,8.5,Very good,853 reviews,"/hotel/sa/dr-ryf-lyn.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=453382004_266141967_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=676&highlighted_blocks=453382004_266141967_2_0_0&hpos=1&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=453382004_266141967_2_0_0__23064&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
28,Relax Day Hotel,Tabuk,SAR 250.00,"1 night, 2 adults",Economy Double Room,"2 beds
(1 single, 1 extra-large double)",7.0,Good,278 reviews,"/hotel/sa/fndq-lhmdn.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=506282706_174932721_3_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=677&highlighted_blocks=506282706_174932721_3_0_0&hpos=2&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=506282706_174932721_3_0_0__24999&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
29,Al Musafer Hotel Riyadh,Riyadh,SAR 142.00,"1 night, 2 adults",Twin Room,2 single beds,5.9,Review score,608 reviews,"/hotel/sa/al-musafer-riyadh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=166456102_306930574_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=678&highlighted_blocks=166456102_306930574_2_0_0&hpos=3&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=166456102_306930574_2_0_0__14153&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
30,"Radisson Blu Hotel, Yanbu",Yanbu,SAR 420.00,"1 night, 2 adults",Standard Room,Multiple bed types,6.6,Review score,"2,434 reviews","/hotel/sa/radisson-sas-yanbu.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=7332307_295321989_2_42_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=679&highlighted_blocks=7332307_295321989_2_42_0&hpos=4&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=7332307_295321989_2_42_0__42000&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
31,Al Diafah Hotel Suites,Riyadh,SAR 230.00,"1 night, 2 adults",Standard Double Room,1 double bed,7.1,Good,730 reviews,"/hotel/sa/al-diafah-suites.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=27939001_223985439_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=680&highlighted_blocks=27939001_223985439_0_0_0&hpos=5&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=27939001_223985439_0_0_0__23000&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
32,مشارف الفخامة,Ahad Rafidah,SAR 180.00,"1 night, 2 adults",Double Room,1 extra-large double bed,7.8,Good,138 reviews,"/hotel/sa/mshrf-lfkhm.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=367296502_186519443_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=681&highlighted_blocks=367296502_186519443_2_0_0&hpos=6&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=367296502_186519443_2_0_0__18000&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
33,Hilton Garden Inn Riyadh Financial District,Riyadh,SAR 539.00,"1 night, 2 adults",King Room,1 extra-large double bed,7.4,Good,700 reviews,"/hotel/sa/hilton-garden-inn-riyadh-financial-district.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=689422101_279801566_2_42_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=682&highlighted_blocks=689422101_279801566_2_42_0&hpos=7&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=689422101_279801566_2_42_0__53900&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
34,Areej Hotel,Makkah,SAR 55.00,"1 night, 2 adults",Double Room with Private Bathroom,2 single beds,6.3,Review score,239 reviews,"/hotel/sa/ryj.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=724353501_310142273_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=683&highlighted_blocks=724353501_310142273_2_0_0&hpos=8&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=724353501_310142273_2_0_0__5500&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
35,Al Rabwah House,Riyadh,SAR 180.00,"1 night, 2 adults",One-Bedroom Apartment,2 single beds,6.5,Review score,4 reviews,"/hotel/sa/lrbw-hws.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=577304001_265650726_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=684&highlighted_blocks=577304001_265650726_2_0_0&hpos=9&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=577304001_265650726_2_0_0__18000&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
36,Naviti Warwick Dammam,Dammam,SAR 289.00,"1 night, 2 adults",Standard Double Room,1 extra-large double bed,7.8,Good,"3,572 reviews","/hotel/sa/naviti-warwick-dammam.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=479466401_275971192_2_1_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=685&highlighted_blocks=479466401_275971192_2_1_0&hpos=10&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=479466401_275971192_2_1_0__28900&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
37,Nadra Furnished Apartments,Taif,SAR 280.00,"1 night, 2 adults",Two-Bedroom Apartment,"3 beds
(2 singles, 1 extra-large double)",6.8,Review score,268 reviews,"/hotel/sa/ndr-lwsm-llwhdt-lskny-lmshrwsh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=407993601_265822310_5_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=686&highlighted_blocks=407993601_265822310_5_0_0&hpos=11&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=407993601_265822310_5_0_0__28000&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
38,Najd Peak By Quiet Rooms,Riyadh,SAR 162.00,"1 night, 2 adults",One-Bedroom Apartment,"2 beds
(1 extra-large double, 1 sofa bed)",5.4,Review score,530 reviews,"/hotel/sa/by-quiet-rooms-lqm-lnjdy.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=663104101_288470185_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=687&highlighted_blocks=663104101_288470185_2_0_0&hpos=12&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=663104101_288470185_2_0_0__16185&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
39,شقق جنان المفروشة Jenaan Apartments,Najran,SAR 133.00,"1 night, 2 adults",One-Bedroom Apartment,1 large double bed,8.1,Very good,280 reviews,"/hotel/sa/jnn-llshqq-lmfrwsh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=607109103_240510293_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=688&highlighted_blocks=607109103_240510293_2_0_0&hpos=13&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=607109103_240510293_2_0_0__13340&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
40,Mabet Al Tahlia Hotel Apartments,Jeddah,SAR 237.00,"1 night, 2 adults",Deluxe King Studio,1 large double bed,7.9,Good,"1,099 reviews","/hotel/sa/mbyt-lthly-lljnh-lfndqy.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=544914301_196171281_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=689&highlighted_blocks=544914301_196171281_2_0_0&hpos=14&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=544914301_196171281_2_0_0__23674&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
41,Diamond Tower Hotel,Jeddah,SAR 219.00,"1 night, 2 adults",Superior  Twin Studio,2 single beds,8.6,Fabulous,"1,189 reviews","/hotel/sa/fndq-brj-lms.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=543746504_195849382_0_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=690&highlighted_blocks=543746504_195849382_0_2_0&hpos=15&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=543746504_195849382_0_2_0__21888&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
42,العييرى للوحدات السكنية بالقنفذة,Al Qunfudhah,SAR 95.00,"1 night, 2 adults",Double Room with Private Bathroom,"4 beds
(2 singles, 2 doubles)",5.3,Review score,21 reviews,"/hotel/sa/l-yyr-llwhdt-lskny-blqnfdh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=773938101_335648572_4_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=691&highlighted_blocks=773938101_335648572_4_0_0&hpos=16&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=773938101_335648572_4_0_0__9500&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
43,Maset Al Masem Al Khobar,Riyadh,SAR 300.00,"1 night, 2 adults",Double Room with Private Bathroom,2 single beds,7.9,Good,648 reviews,"/hotel/sa/maset-al-masem-al-khobar.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=477441101_151001875_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=692&highlighted_blocks=477441101_151001875_2_0_0&hpos=17&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=477441101_151001875_2_0_0__30000&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
44,دار شيمة,An Nuqrah,SAR 130.00,"1 night, 2 adults",Deluxe Double Room,2 single beds,,,,"/hotel/sa/dr-shym.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=764407003_333825835_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=693&highlighted_blocks=764407003_333825835_2_0_0&hpos=18&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=764407003_333825835_2_0_0__13000&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
45,Taj Al Khaleej Furnished Units 2,Turayf,SAR 150.00,"1 night, 2 adults",Deluxe Apartment,2 single beds,8.8,Fabulous,116 reviews,"/hotel/sa/tj-lkhlyj-llwhdt-lskny-2.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=344558603_195443767_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=694&highlighted_blocks=344558603_195443767_2_0_0&hpos=19&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=344558603_195443767_2_0_0__15000&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
46,القبة الذهبية1,Riyadh,SAR 205.00,"1 night, 2 adults",Two-Bedroom Apartment,"3 beds
(2 singles, 1 large double)",6.6,Review score,180 reviews,"/hotel/sa/lqb-llwhdt-lskny-lmfrwsh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=723429101_310444625_4_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=695&highlighted_blocks=723429101_310444625_4_0_0&hpos=20&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=723429101_310444625_4_0_0__20500&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
47,Al Taif Gate Hotel Suites,Taif ,SAR 167.00,"1 night, 2 adults",One-Bedroom Apartment,1 extra-large double bed,7.6,Good,"4,328 reviews","/hotel/sa/bwb-lty-f-lty-f.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=350446624_168108852_0_1_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=696&highlighted_blocks=350446624_168108852_0_1_0&hpos=21&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=350446624_168108852_0_1_0__16650&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
48,HDB hotel Sahafa فندق هدب الصحافه,Riyadh,SAR 324.00,"1 night, 2 adults",Deluxe Double Room,1 large double bed,7.6,Good,"1,157 reviews","/hotel/sa/hdb-sahafa.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=701827105_289799016_2_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=697&highlighted_blocks=701827105_289799016_2_2_0&hpos=22&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=701827105_289799016_2_2_0__32400&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
49,Hayaa Hotel,Makkah,SAR 70.00,"1 night, 2 adults",Double Room with Private Bathroom,2 single beds,6.3,Review score,386 reviews,"/hotel/sa/fndq-hy.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=725867001_313094467_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=698&highlighted_blocks=725867001_313094467_2_0_0&hpos=23&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=725867001_313094467_2_0_0__7000&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
50,ريف العلا,Al Ula ,SAR 250.00,"1 night, 2 adults",King Room,1 extra-large double bed,7.8,Good,9 reviews,"/hotel/sa/ryf-l-l-alula.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=713956001_298411627_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=699&highlighted_blocks=713956001_298411627_2_0_0&hpos=24&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=713956001_298411627_2_0_0__25000&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
51,Nozol Royal Inn Hotel,Madinah,SAR 180.00,"1 night, 2 adults",Quadruple Room with Bathroom,4 single beds,7.0,Good,"4,108 reviews","/hotel/sa/royal-inn.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=104189802_337186892_4_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=700&highlighted_blocks=104189802_337186892_4_2_0&hpos=25&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=104189802_337186892_4_2_0__17955&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
